con,joint,cont,pow,sub,value
pg,hip,exo,neg,12,-0.0248940261354779
pg,hip,exo,neg,13,-0.0205330115003402
pg,hip,exo,neg,14,-0.0208033360814785
pg,hip,exo,pos,1,0.00228601920175339
pg,hip,exo,pos,2,0.0155602458569988
pg,hip,exo,pos,3,0.0048342856304557
pg,hip,exo,pos,4,0.00842102769563687
pg,hip,exo,pos,5,0.0168195574558066
pg,hip,exo,pos,6,0.0104792992214617
pg,hip,exo,pos,7,0.0111762738156625
pg,hip,exo,pos,8,0.00931352285089601
pg,hip,exo,pos,9,0.0234966452699155
pg,hip,exo,pos,10,0.0167567872866879
pg,hip,exo,pos,11,0.0220660715131089
pg,hip,exo,pos,12,0.00558092822800117
pg,hip,exo,pos,13,0.00618302732190761
pg,hip,exo,pos,14,0.00188655573733473
pg,ank,bio,neg,1,-0.502725342617315
pg,ank,bio,neg,2,-0.521371980362079
pg,ank,bio,neg,3,-0.545294230913415
pg,ank,bio,neg,4,-0.65282198392293
pg,ank,bio,neg,5,-0.570864563917412
pg,ank,bio,neg,6,-0.51036337806898
pg,ank,bio,neg,7,-0.764687812941916
pg,ank,bio,neg,8,-0.690135593361714
pg,ank,bio,neg,9,-0.754284295089105
pg,ank,bio,neg,10,-0.623191641972345
pg,ank,bio,neg,11,-0.49581802592558
pg,ank,bio,neg,12,-0.697736967574148
pg,ank,bio,neg,13,-0.711443678421133
pg,ank,bio,neg,14,-0.634455748340663
pg,ank,bio,pos,1,0.838496988310533
pg,ank,bio,pos,2,0.732260634793955
pg,ank,bio,pos,3,0.798735201358795
pg,ank,bio,pos,4,0.993339634116958
pg,ank,bio,pos,5,0.862586482482798
pg,ank,bio,pos,6,0.934577685068635
pg,ank,bio,pos,7,1.05913930780747
pg,ank,bio,pos,8,1.12934084324276
pg,ank,bio,pos,9,1.23173514446791
pg,ank,bio,pos,10,0.934735088663943
pg,ank,bio,pos,11,0.745719168116065
pg,ank,bio,pos,12,1.02386105761809
pg,ank,bio,pos,13,1.00899601859205
pg,ank,bio,pos,14,1.01718507707119
pg,kne,bio,neg,1,-0.454595198526102
pg,kne,bio,neg,2,-0.369320738403236
pg,kne,bio,neg,3,-0.324064027737169
pg,kne,bio,neg,4,-0.209734588642331
pg,kne,bio,neg,5,-0.273689902442343
pg,kne,bio,neg,6,-0.430727643563467
pg,kne,bio,neg,7,-0.215315061128315
pg,kne,bio,neg,8,-0.281859556322589
pg,kne,bio,neg,9,-0.249703144106795
pg,kne,bio,neg,10,-0.302430477431592
pg,kne,bio,neg,11,-0.28332225583932
pg,kne,bio,neg,12,-0.235394394792178
pg,kne,bio,neg,13,-0.227595783660517
pg,kne,bio,neg,14,-0.118566324057824
pg,kne,bio,pos,1,0.600258056293516
pg,kne,bio,pos,2,0.605305452557171
pg,kne,bio,pos,3,0.487166030442013
pg,kne,bio,pos,4,0.393881659735652
pg,kne,bio,pos,5,0.405504201484077
pg,kne,bio,pos,6,0.700260363519192
pg,kne,bio,pos,7,0.310173511724262
pg,kne,bio,pos,8,0.539420155479628
pg,kne,bio,pos,9,0.478427018312847
pg,kne,bio,pos,10,0.461660621359068
pg,kne,bio,pos,11,0.44245795160532
pg,kne,bio,pos,12,0.481229959165349
pg,kne,bio,pos,13,0.386012044023065
pg,kne,bio,pos,14,0.290563769857673
pg,hip,bio,neg,1,-0.0240075553027803
pg,hip,bio,neg,2,-0.107301308992593
pg,hip,bio,neg,3,-0.0777750032789567
pg,hip,bio,neg,4,-0.0548352263183059
pg,hip,bio,neg,5,-0.069489694734597
pg,hip,bio,neg,6,-0.118366155882969
pg,hip,bio,neg,7,-0.0461427750312449
pg,hip,bio,neg,8,-0.264712007825865
pg,hip,bio,neg,9,-0.257340112153222
pg,hip,bio,neg,10,-0.114321569282123
pg,hip,bio,neg,11,-0.109590925550198
pg,hip,bio,neg,12,-0.139538749175913
pg,hip,bio,neg,13,-0.113764063770171
pg,hip,bio,neg,14,-0.107455723480705
pg,hip,bio,pos,1,0.018307511057869
pg,hip,bio,pos,2,0.0564464455032173
pg,hip,bio,pos,3,0.0394322729313417
pg,hip,bio,pos,4,0.0470400382764637
pg,hip,bio,pos,5,0.0366729120449985
pg,hip,bio,pos,6,0.0594556663623627
pg,hip,bio,pos,7,0.0287145901717903
pg,hip,bio,pos,8,0.055275963865878
pg,hip,bio,pos,9,0.0813811525483342
pg,hip,bio,pos,10,0.0370859699666171
pg,hip,bio,pos,11,0.0119652363526471
pg,hip,bio,pos,12,0.0207378101288615
pg,hip,bio,pos,13,0.0350693828042816
pg,hip,bio,pos,14,0.0168930697254837
pg,ank,net,net,1,0.338097720023464
pg,ank,net,net,2,0.211969195481609
pg,ank,net,net,3,0.266061997588943
pg,ank,net,net,4,0.323040417888585
pg,ank,net,net,5,0.279831531293252
pg,ank,net,net,6,0.429124760277131
pg,ank,net,net,7,0.297770017648445
pg,ank,net,net,8,0.429301940342959
pg,ank,net,net,9,0.471923130400041
pg,ank,net,net,10,0.315319386913496
pg,ank,net,net,11,0.254367957220358
pg,ank,net,net,12,0.313845113796346
pg,ank,net,net,13,0.270400042043013
pg,ank,net,net,14,0.379092941389364
pg,kne,net,net,1,0.124188051504247
pg,kne,net,net,2,0.246929199818303
pg,kne,net,net,3,0.159145746160956
pg,kne,net,net,4,0.177532784969491
pg,kne,net,net,5,0.126404095879372
pg,kne,net,net,6,0.27209497243166
pg,kne,net,net,7,0.0891659779145437
pg,kne,net,net,8,0.248926060602945
pg,kne,net,net,9,0.228655351106735
pg,kne,net,net,10,0.160211308037533
pg,kne,net,net,11,0.153770307845929
pg,kne,net,net,12,0.239739439504988
pg,kne,net,net,13,0.154120058697813
pg,kne,net,net,14,0.164222530034535
pg,hip,net,net,1,-0.00883981600568137
pg,hip,net,net,2,-0.0580309808309026
pg,hip,net,net,3,-0.048277693663669
pg,hip,net,net,4,-0.0328537380213247
pg,hip,net,net,5,-0.0349334048874238
pg,hip,net,net,6,-0.079033415983705
pg,hip,net,net,7,-0.0369084403535132
pg,hip,net,net,8,-0.242880593437482
pg,hip,net,net,9,-0.184213715276736
pg,hip,net,net,10,-0.0885332944145536
pg,hip,net,net,11,-0.120854167579262
pg,hip,net,net,12,-0.138114036232069
pg,hip,net,net,13,-0.0930446647107601
pg,hip,net,net,14,-0.109479434028104
pg,ank,exo,net,1,0.00232607389197631
pg,ank,exo,net,2,0.00108054088538184
pg,ank,exo,net,3,0.012621026376591
pg,ank,exo,net,4,-0.0174772325245773
pg,ank,exo,net,5,-0.0118903870529988
pg,ank,exo,net,6,0.00491046072805629
pg,ank,exo,net,7,0.00331851938629851
pg,ank,exo,net,8,-0.00990330351187904
pg,ank,exo,net,9,-0.0055277256623787
pg,ank,exo,net,10,0.00377593512701638
pg,ank,exo,net,11,0.0044668152490083
pg,ank,exo,net,12,-0.0122789782198036
pg,ank,exo,net,13,-0.0271522905677557
pg,ank,exo,net,14,-0.00363638799856691
pg,kne,exo,net,1,-0.0214748058796806
pg,kne,exo,net,2,0.0109444850617472
pg,kne,exo,net,3,-0.00395625684519901
pg,kne,exo,net,4,-0.00661428582251948
pg,kne,exo,net,5,-0.00541020175168181
pg,kne,exo,net,6,0.00256224959979162
pg,kne,exo,net,7,-0.00569247173296068
pg,kne,exo,net,8,-0.0086345347808674
pg,kne,exo,net,9,-6.85203669811875e-05
pg,kne,exo,net,10,0.000981165356386232
pg,kne,exo,net,11,-0.00536538686548524
pg,kne,exo,net,12,-0.00609612364924568
pg,kne,exo,net,13,-0.00429620031568715
pg,kne,exo,net,14,-0.00777491627891055
pg,hip,exo,net,1,-0.00313977180100183
pg,hip,exo,net,2,-0.00717611717375215
pg,hip,exo,net,3,-0.00993496323936223
pg,hip,exo,net,4,-0.0250585500154343
pg,hip,exo,net,5,-0.00211662221836912
pg,hip,exo,net,6,-0.0201229264288593
pg,hip,exo,net,7,-0.0194802553365555
pg,hip,exo,net,8,-0.0334445481224547
pg,hip,exo,net,9,-0.00825475475422161
pg,hip,exo,net,10,-0.0112976957564516
pg,hip,exo,net,11,-0.0232284787617733
pg,hip,exo,net,12,-0.0193130979074768
pg,hip,exo,net,13,-0.0143499841784326
pg,hip,exo,net,14,-0.0189167803441438
pg,ank,bio,net,1,0.335771645693218
pg,ank,bio,net,2,0.210888654431876
pg,ank,bio,net,3,0.25344097044538
pg,ank,bio,net,4,0.340517650194028
pg,ank,bio,net,5,0.291721918565386
pg,ank,bio,net,6,0.424214306999655
pg,ank,bio,net,7,0.294451494865558
pg,ank,bio,net,8,0.439205249881043
pg,ank,bio,net,9,0.47745084937881
pg,ank,bio,net,10,0.311543446691597
pg,ank,bio,net,11,0.249901142190484
pg,ank,bio,net,12,0.326124090043937
pg,ank,bio,net,13,0.297552340170916
pg,ank,bio,net,14,0.382729328730527
pg,kne,bio,net,1,0.145662857767414
pg,kne,bio,net,2,0.235984714153935
pg,kne,bio,net,3,0.163102002704845
pg,kne,bio,net,4,0.184147071093321
pg,kne,bio,net,5,0.131814299041734
pg,kne,bio,net,6,0.269532719955725
pg,kne,bio,net,7,0.0948584505959469
pg,kne,bio,net,8,0.257560599157039
pg,kne,bio,net,9,0.228723874206052
pg,kne,bio,net,10,0.159230143927476
pg,kne,bio,net,11,0.159135695766
pg,kne,bio,net,12,0.245835564373171
pg,kne,bio,net,13,0.158416260362548
pg,kne,bio,net,14,0.171997445799849
pg,hip,bio,net,1,-0.0057000442449113
pg,hip,bio,net,2,-0.0508548634893754
pg,hip,bio,net,3,-0.038342730347615
pg,hip,bio,net,4,-0.00779518804184216
pg,hip,bio,net,5,-0.0328167826895985
pg,hip,bio,net,6,-0.0589104895206059
pg,hip,bio,net,7,-0.0174281848594546
pg,hip,bio,net,8,-0.209436043959987
pg,hip,bio,net,9,-0.175958959604887
pg,hip,bio,net,10,-0.0772355993155061
pg,hip,bio,net,11,-0.0976256891975508
pg,hip,bio,net,12,-0.118800939047052
pg,hip,bio,net,13,-0.078694680965889
pg,hip,bio,net,14,-0.0905626537552213
